,domain,avg_dis,label
114,googlecn.cc,0.05713152152350723,1
115,veryamt.com,0.05713152152350711,1
116,u33.cc,0.05926467898298886,1
117,haretahoo.science,0.05713152152350721,1
118,ghost580.net,0.05882707824477153,1
119,brother.co.jp,0.05965202982601491,1
120,fxxz.com,0.06005345667544973,1
121,apxadtracking.net,0.06886706015213827,1
122,tv002.com,0.05713152152350702,1
123,pingan.com.cn,0.06723358123610654,1
124,toutiaoyule.com,0.06437281227041598,1
125,ipify.org,0.057131521523507395,1
126,shuntv.net,0.05713152152350711,1
127,guitarworld.com.cn,0.05850487540628387,1
128,moyumedia.com,0.06879300550373318,1
129,poletracker.org,0.05713152152350711,1
130,jxnews.com.cn,0.05713152152350711,1
131,ali213.net,0.06902343162508269,1
132,iclick.com.cn,0.05713152152350711,1
133,gldjc.com,0.05827740268066438,1
134,7dsw.com,0.05713152152350721,1
135,concen.cc,0.05854217637593951,1
136,dnpz.net,0.05939908120629701,1
137,klm123.com,0.05822494777276095,1
138,kousou.cc,0.05750096911745705,1
139,www.com,0.05713152152350728,1
140,ctdns.net,0.05713152152350728,1
141,promlinkdev.com,0.057792817630178156,1
142,free.fr,0.058541495229221786,1
143,exacttarget.com,0.05859878371351707,1
144,jsyxw.cn,0.05930253811099637,1
145,kaola100.com,0.05713152152350744,1
146,daum.net,0.05876170102264155,1
147,hao315.com,0.05889884763124198,1
148,wfboer.com,0.05794768611670022,1
149,sucaijishi.com,0.05869223909261799,1
150,com.com,0.05794768611670022,1
151,vfe.cc,0.05713152152350721,1
152,ko.cn,0.05778259299386065,1
153,heinote.com,0.05794768611670022,1
154,ow.ly,0.05713152152350728,1
155,51kus.com,0.058185176633571964,1
156,lclk.info,0.05713152152350723,1
157,bigestsafe.com,0.05794259226243535,1
158,519e.com.cn,0.05718898241909295,1
159,survey-smiles.com,0.05812598668936698,1
160,3001.net,0.05750951835778369,1
161,liqucn.com,0.05927842629892087,1
162,jupyter.org,0.057782592993860606,1
163,clewm.net,0.058787507654623386,1
164,testrequest.info,0.05739803460789612,1
165,biquge.info,0.05713152152350721,1
166,pornolab.net,0.058518272446679155,1
167,yeah.net,0.05927842629892082,1
168,77kpw.cc,0.05730870405063046,1
169,bangwo8.net,0.0579029733959312,1
170,publicvm.com,0.05782756950348818,1
171,f3322.net,0.05713152152350721,1
172,proxdevcool.com,0.05713152152350732,1
173,9377.com,0.05744269538801439,1
174,qingclass.cc,0.058787507654623386,1
175,ifengcdn.com,0.05713152152350721,1
176,51ckm.com,0.05713152152350723,1
177,jiuyan.info,0.057782592993860606,1
178,veoh.com,0.05713152152350723,1
179,lightonus.com,0.05713152152350721,1
180,52pcgame.net,0.05713152152350721,1
181,169it.com,0.05761843790012801,1
182,xiazaiba.com,0.05965202982601491,1
183,bookfi.net,0.05794394054846825,1
184,owengame.com,0.05739369294158834,1
185,chinacloudsites.cn,0.05785758513931887,1
186,12349.net,0.05770510468077318,1
187,nrich.ai,0.05878750765462341,1
188,zhuchao.cc,0.057131521523507256,1
189,7068.cc,0.05725485426674963,1
190,home.pl,0.05713152152350723,1
191,shenchuang.com,0.05761843790012801,1
192,mg64.net,0.05713152152350723,1
193,etdown.tv,0.05713152152350723,1
194,yx-s.net,0.057782592993860606,1
195,f3322.org,0.05713152152350723,1
196,juluoluo.com,0.05713152152350723,1
197,ywtx.cc,0.05730495054389386,1
198,blucd.org,0.05713152152350723,1
199,reyesleon.xyz,0.05713152152350711,1
200,heimi001.com,0.05713152152350723,1
201,runclickrun.com,0.05713152152350723,1
202,ex-torrenty.org,0.05713152152350723,1
203,aoao365.com,0.057131521523507256,1
204,testupdate.info,0.057131521523507256,1
205,ccgslb.net,0.05713152152350723,1
206,znj.com,0.05713152152350723,1
207,9779.info,0.05713152152350723,1
208,6sq.net,0.0,1
209,lce9v.com,0.0,1
210,mourl.cc,0.0,1
211,imgo.tv,0.06180154553346241,1
212,ptvcdn.net,0.0,1
213,ebiotrade.com,0.06004874875436717,1
214,srvvtrk.com,0.06053051023002834,1
215,shujuquan.com.cn,0.0,1
216,13143.org,0.0,1
217,dynamodule.info,0.0,1
218,zokio.net,0.0,1
219,pow7.com,0.05713152152350744,1
220,hxgame.net,0.05713152152350723,1
221,tripod.com,0.0,1
222,veryarm.com,0.0,1
223,sxicc.ac.cn,0.0,1
224,applinzi.com,0.06909217109639357,1
225,bittor.pw,0.05713152152350711,1
226,clouddn.com,0.05713152152350744,1
227,bhdata.com,0.06928657560151628,1
228,ddooo.com,0.06677073369458976,1
229,xgsdk.com,0.06536418997369176,1
230,doumaibiji.cn,0.06996260450706167,1
231,legu.cc,0.05713152152350715,1
232,wn51.com,0.05713152152350711,1
233,7654.com,0.057131521523507506,1
234,camoe.cn,0.05713152152350744,1
235,3322.org,0.07170413124818774,1
236,25pp.com,0.05713152152350744,1
237,bt.co,0.05713152152350711,1
238,oray.net,0.05713152152350711,1
239,csze.com,0.05713152152350711,1
240,51.la,0.05713152152350711,1
241,pudn.com,0.06798392466413353,1
242,yikuai.com,0.06432733186355538,1
243,pc6.com,0.0665886903306688,1
244,qiniudn.com,0.06463768668901305,1
245,zolsearch.com,0.05713152152350711,1
246,i4.cn,0.06529871041073217,1
247,weico.cc,0.05713152152350721,1
248,downza.cn,0.057794868669837886,1
249,iwan4399.com,0.06393516323955119,1
250,paopaoche.net,0.063503032397094,1
251,urlload.net,0.06901314497948614,1
252,jj.cn,0.05713152152350711,1
253,bbk.com,0.05713152152350711,1
254,kmsactivate.com,0.07070604745900899,1
255,host.sk,0.05713152152350711,1
256,yx-s.com,0.06836208714394171,1
257,chlbiz.com,0.07048315719279812,1
258,dataoke.com,0.06845570807920472,1
259,my.com,0.06012142869935599,1
260,pdf00.cn,0.05713152152350711,1
261,xiazaicc.com,0.05713152152350711,1
262,56.com,0.0670428887041152,1
263,xfplay.com,0.06486063089472714,1
264,fanxing.com,0.0690569253774153,1
265,mimo51.com,0.0626040389794847,1
266,yeshj.com,0.06320607604004001,1
267,happy-host.com,0.06341639581076201,1
268,fastcdn.com,0.06574500586575951,1
269,myloglist.top,0.06636589388281233,1
270,99shiji.com,0.05713152152350711,1
271,pandownload.com,0.05713152152350711,1
272,freedata.cc,0.06729013857832464,1
273,monocul.us,0.05713152152350711,1
274,gsxzq.com,0.06756358178096156,1
275,khoaf.com,0.06979772247720986,1
276,etahub.com,0.0696252989635929,1
277,aqgj.cn,0.05713152152350711,1
278,wxbgf.top,0.05713152152350711,1
279,yadro.ru,0.05713152152350711,1
280,made-in-china.com,0.05859878371351705,1
281,cba.pl,0.05878750765462341,1
282,yn.gov.cn,0.05767940979208586,1
283,meiriyixue.cn,0.05821596244131455,1
284,xzqh.info,0.05713152152350723,1
285,hopto.org,0.05794768611670022,1
286,wfqac.cn,0.05713152152350723,1
287,photios-raj.com,0.05794768611670022,1
288,uestc.edu.cn,0.05713152152350711,1
289,myjhxl.com,0.0668649428981699,1
290,uu.cc,0.06569285954496026,1
291,pgzs.com,0.05713152152350711,1
292,xiaoxintoutiao.com,0.059202007293487194,1
293,yanfabu.com,0.06022340942204955,1
294,tinypic.com,0.06541787440262398,1
295,000webhostapp.com,0.06652006332494456,1
296,lyzbyx.com,0.061831931807140174,1
297,mobileanjian.com,0.06443773441206228,1
298,filepit.to,0.06722983096971712,1
299,66vod.net,0.06339719863712064,1
300,dyndns.org,0.05713152152350711,1
301,iphy.ac.cn,0.06287526048202509,1
302,97ting.com,0.0651746704528672,1
303,tfzcode.com,0.06523860485255965,1
304,pcfreetime.com,0.0638115442023959,1
305,biquge.cm,0.06369953051643193,1
306,mininova.org,0.05713152152350711,1
307,88rpg.net,0.0686080378448491,1
308,dler.org,0.05713152152350711,1
309,zmeng123.com,0.05713152152350711,1
310,xdcdn.net,0.06187378880486361,1
311,jxcad.com.cn,0.06268240071056974,1
312,ibzu.me,0.05713152152350711,1
313,adroi.com.cn,0.061657737936743263,1
314,myaora.net,0.057131521523507395,1
315,yxad.com,0.05713152152350711,1
316,openedv.com,0.06392060202694157,1
317,fionades.com,0.06522103891745709,1
318,cn.com,0.07034908744136438,1
319,orsoon.com,0.05802167991773657,1
320,9ht.com,0.06362761915031569,1
321,demonii.si,0.05713152152350711,1
322,woaoo.net,0.06005925038797305,1
323,ys168.com,0.05997737464158883,1
324,ctags.cn,0.060435846150629656,1
325,w3.org,0.06914212548015365,1
326,vpgcdn.com,0.06307916373280681,1
327,zyiis.net,0.06872090746518034,1
328,sgshurufa.com,0.06285245102904424,1
329,qqtn.com,0.06508886438011896,1
330,wasu.cn,0.05713152152350711,1
331,xyimg.net,0.06442543619220897,1
332,hivps.xyz,0.0664409871432831,1
333,tjj.com,0.05713152152350711,1
334,maccms.com,0.06502964325825154,1
335,mting.info,0.0596249767512639,1
336,domobcdn.com,0.05713152152350711,1
337,zampdsp.com,0.06370588125848885,1
338,cedexis.com,0.06054760507903538,1
339,anzhi.com,0.05954253602137012,1
340,pc0359.cn,0.06419574572818744,1
341,cncrk.com,0.0650518880393936,1
342,dp9888.com,0.06442881888052603,1
343,upeer.me,0.0693781126540685,1
344,uw0.xyz,0.06879394176140848,1
345,50zera.com,0.06569587013607067,1
346,corp3g.cn,0.06529668154624214,1
347,uuserv70.com,0.062195479112862426,1
348,upantool.com,0.06203790218996457,1
349,xueyanshan.com,0.06590735113673087,1
350,baidu.co.th,0.0626461471531894,1
351,lwtxt.cc,0.06270571448678648,1
352,sdg-china.com,0.06319607787570493,1
353,sticker.la,0.06779546109387974,1
354,h4ck.me,0.05713152152350711,1
355,ztcadx.com,0.06589920431261272,1
356,wacai.com,0.065889062303872,1
357,123juzi.net,0.05713152152350711,1
358,huatu.com,0.06313719383727175,1
359,xunleige.com,0.06461096677150281,1
360,webcompanion.com,0.06605684340656136,1
361,appchina.com,0.06150659822357291,1
362,libplayer.com,0.06369953051643196,1
363,jianbaimei.com,0.060990409270157725,1
364,uniplayad.com,0.06634969315560299,1
365,02wq.com,0.05713152152350711,1
366,lotour.net,0.05713152152350744,1
367,aralego.com,0.06293476137682279,1
368,yx-g.com,0.05713152152350709,1
369,kuaizip.com,0.06292648492386294,1
370,kaopu001.com,0.06192511188370362,1
371,uuserv70.net,0.06233730994513946,1
372,cdn321.com,0.06186005528145268,1
373,xzw.com,0.06167387717729318,1
374,hyz86.com,0.05713152152350711,1
375,xsfaya.com,0.0650497951319691,1
376,ichaichuan.com,0.062323016236134975,1
377,icanhazip.com,0.05992523895741958,1
378,uzzf.com,0.063012141410782,1
379,crsky.com,0.06045404849186442,1
380,kankanshu.cc,0.062054499962623084,1
381,wyjsq.cn,0.05713152152350711,1
382,198174.com,0.05960926851431169,1
383,xitongzhijia.net,0.05946097873270664,1
384,xinshiye.cc,0.06078109032745367,1
385,qupeiyin.com,0.0613148857811178,1
386,hinet.net,0.05965620743157734,1
387,avg.com,0.061834421161113026,1
388,cr173.com,0.05942689844733869,1
389,viidii.info,0.06196035684575886,1
390,fwxgx.com,0.059883778193637376,1
391,pengpengla.com,0.062451841091391395,1
392,dreamsearch.or.kr,0.059652029826014946,1
393,itunes.com,0.06274093789367004,1
394,pptjia.com,0.06355195679839387,1
395,pornhub.com,0.06344637166062067,1
396,sowcar.com,0.06154848164129287,1
397,sastind.gov.cn,0.060755767664406095,1
398,tiepishihu.com,0.0608638988228905,1
399,3ds.com,0.06496478873239438,1
400,136156.com,0.062006536136738295,1
401,52e9.com,0.06179009541117674,1
402,99lb.net,0.06027042727984677,1
403,035x.com,0.06198905016651731,1
404,coolauncher.com.cn,0.05713152152350711,1
405,97pd.com,0.06196878226441444,1
406,16pic.com,0.06095321322018396,1
407,3wk.cc,0.05898536852181048,1
408,smartgslb.com,0.062118918734019174,1
409,geilicdn.com,0.05893929025891054,1
410,5idzc.com,0.0627268767242631,1
411,yy6080.cn,0.06097864524244733,1
412,clientsolutions.cn,0.060350708238032166,1
413,gezila.com,0.06142255334506842,1
414,bytefence.com,0.060605836855998366,1
415,17c.cn,0.06099456691005987,1
416,sdbeta.com,0.05865786712977762,1
417,trafficforce.com,0.05713152152350711,1
418,z8q.cc,0.05713152152350723,1
419,51xiazai.cn,0.0579476861167002,1
420,x4w.co,0.06145966709346992,1
421,dakao8.com,0.060008990110878034,1
422,adbyby.com,0.05713152152350723,1
423,51edu.com,0.05713152152350723,1
424,91leku.com,0.05713152152350711,1
425,gs307.com,0.05713152152350723,1
426,maccms.net,0.062405200433369445,1
427,l-krak.com,0.057131521523507256,1
428,80s.la,0.06228962632962682,1
429,newasp.net,0.061016949152542375,1
430,baijia78.com,0.06215356656065425,1
431,daheit.cc,0.061506262747066186,1
432,glzip.cn,0.06251835582853423,1
433,hao76.com,0.05713152152350723,1
434,cnkang.com,0.06005425694005723,1
435,advancemactools.com,0.06077900628526859,1
436,jianshe99.com,0.059466482234388426,1
437,ahjem.com,0.06217562888057961,1
438,12317wan.com,0.059551368283952785,1
439,files.fm,0.06170355466130115,1
440,qquu8.com,0.06275628454269921,1
441,anquanxia.com,0.05785899972839793,1
442,jianke.com,0.060845070422535216,1
443,pomf.se,0.0,1
444,oocities.org,0.057131521523507256,1
445,zjnu.edu.cn,0.0582284699613758,1
446,ylyk.com,0.06167531504818384,1
447,xigua.com,0.0,1
448,dj134.com,0.0,1
449,sektori.org,0.0,1
450,wicp.net,0.0,1
451,kuroy.me,0.0,1
452,grepler.com,0.0,1
453,filetracker.pl,0.0,1
454,skynetcloud.tk,0.0,1
455,bluefrog.pw,0.0,1
456,best-torrents.net,0.0,1
457,iamhansen.xyz,0.0,1
458,omsk.ru,0.0,1
459,nyaatorrents.info,0.0,1
460,xbbav.cc,0.0,1
461,x81zw.com,0.0,1
462,minisrclink.cool,0.0,1
463,vnu.edu.vn,0.0,1
464,anti-toolbar.com,0.0,1
465,yezhulu.cc,0.0,1
466,fireemblem.net,0.0,1
467,pft12301.cc,0.0,1
468,3dxy.com,0.0,1
469,tyread.com,0.0,1
470,51wady.com,0.0,1
471,dothome.co.kr,0.0,1
472,teens-pusses.ru,0.0,1
473,0311bj.cn,0.0,1
474,torrent-download.to,0.0,1
475,publicbits.com,0.0,1
476,webcindario.com,0.0,1
477,doko.moe,0.0,1
478,bidcenter.com.cn,0.0,1
479,maxthonimg.com,0.0,1
480,zhouyi.cc,0.0,1
481,anyisheng.com,0.0,1
482,acentsd.com,0.0,1
483,ezwebtest.com,0.0,1
484,atw.hu,0.0,1
485,jekyllrb.com,0.0,1
486,yunshenjia.com,0.0,1
487,cctianhong.com,0.0,1
488,istole.it,0.0,1
489,xiepp.cc,0.0,1
490,hostgator.com,0.0,1
491,gotoip55.com,0.0,1
492,bounceme.net,0.0,1
493,mlinks.cc,0.0,1
494,qyhxhnt.com,0.0,1
